web_scraper_order,web_scraper_start_url,pagination-selector,name,data,description,data2,data3,data4,data5,data6,image
"1769693586-2375","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sivanto Prime","check_circle","200 g/l flupiradifuron","2026. dec. 9.","rovarölő szer","2026. dec. 9.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-2376","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Slaper","check_circle","16 g/kg cipermetrin","2030. jan. 31.","rovarölő szer","2030. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2377","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Slipstream","check_circle","90 g/l metkonazol, 250 g/l protiokonazol","2026. márc. 15.","gombaölő permetezőszer","2026. márc. 15.","","",""
"1769693586-2378","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SmartFresh","check_circle","33 g/kg 1-metil-ciklopropén","2035. júl. 31.","növekedésszabályzó szer","2035. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c73c0037ed52cb95/thumbnail.jpg"
"1769693586-2379","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2380","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SmartFresh ProTabs","check_circle","20 g/kg 1-metil-ciklopropén","2035. júl. 31.","növekedésszabályzó szer","2035. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c73c0037ed52cb95/thumbnail.jpg"
"1769693586-2381","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sobenio","check_circle","200 g/l teflutrin","2026. dec. 31.","rovarölő csávázószer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2382","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soil Guard Eco","check_circle","5 g/kg teflutrin","2028. máj. 31.","rovarölő talajfertőtlenítő szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-2383","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soil Protect 1,5 GR","check_circle","15 g/kg teflutrin","2028. máj. 31.","rovarölő talajfertőtlenítő szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-2384","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SoilGuard 1,5 GR","check_circle","15 g/kg teflutrin","2028. máj. 31.","rovarölő talajfertőtlenítő szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-2385","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2386","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Solar Plus","check_circle","742 g/l polietilén-polipropilén glikol","2027. dec. 15.","permetezőszer segédanyag","2027. dec. 15.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-2387","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Solaris","error","374 g/l diquat-dibromid","2019. máj. 4.","gyomirtó szer","","2019. máj. 4.","counter_5","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-2388","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soleil","check_circle","167 g/l bromukonazol, 107 g/l tebukonazol","2027. jan. 31.","gombaölő szer","2027. jan. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2389","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soleto","check_circle","500 g/l metobromuron","2028. máj. 31.","gyomirtó szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-2390","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SolfoMet","check_circle","800 g/kg kén","2027. júl. 31.","gombaölő szer","2027. júl. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-2391","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2392","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Solofol","check_circle","800 g/kg folpet","2028. szept. 30.","gombaölő szer","2028. szept. 30.","","",""
"1769693586-2393","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sonido 400 FS","error","400 g/l tiakloprid","2020. aug. 3.","csávázószer (rovarölő)","","2020. aug. 3.","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-2394","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soprano","error","125 g/l epoxikonazol","2020. ápr. 30.","gombaölő szer","","2020. ápr. 30.","",""
"1769693586-2395","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soratel","check_circle","250 g/l protiokonazol","2026. aug. 15.","gombaölő szer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2396","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Soriale","error","755 g/l kálium-foszfonát","2025. márc. 31.","gombaölő szer","","2025. márc. 31.","",""
"1769693586-2397","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2398","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sorrento","check_circle","30-50 m/m% 2-etil-hexanol EO-PO nemionos felületaktív anyag","2033. márc. 31.","permetezőszer segédanyag","2033. márc. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2399","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spade Flexx","check_circle","240 g/l ciproszulfamid, 240 g/l izoxaflutol","2035. júl. 31.","gyomirtó szer","2035. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-2400","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spandis","check_circle","400 g/kg dikamba, 100 g/kg nikoszulfuron, 40 g/kg proszulfuron","2027. júl. 31.","gyomirtó szer","2027. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2401","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spartacus SL","check_circle","30 m/m% poliarilfenil-éter-foszfát amin-só","2033. márc. 31.","permetezőszer segédanyag","2033. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c7480023bb866dca/thumbnail.png"
"1769693586-2402","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spectrum","check_circle","720 g/l dimeténamid-P","2028. dec. 31.","gyomirtó szer","2028. dec. 31.","","counter_7","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-2403","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2404","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spekfree","check_circle","430 g/l tebukonazol","2027. aug. 31.","gombaölő szer","2027. aug. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-2405","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sphinx Extra","error","113 g/kg dimetomorf, 600 g/kg folpet","2024. nov. 20.","gombaölő szer","","2024. nov. 20.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2406","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spilan 20 SG","check_circle","200 g/kg acetamiprid","2034. febr. 28.","rovarölő szer","2034. febr. 28.","","counter_1","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2407","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spirox D","check_circle","50 g/l difenokonazol, 400 g/l spiroxamin","2029. máj. 31.","gombaölő szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-2408","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Splendour","check_circle","25 g/l deltametrin","2027. aug. 15.","rovarölő szer","2027. aug. 15.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-2409","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2410","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spodnam DC","check_circle","555 g/l pinolén","2032. márc. 31.","permetezőszer segédanyag","2032. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2411","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sporgon 50 WP","error","461 g/kg prokloráz","2021. dec. 31.","gombaölő szer","","2021. dec. 31.","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-2412","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spotlight Next","check_circle","60 g/l karfentrazon-etil","2034. júl. 31.","gyomirtó szer","2034. júl. 31.","","counter_3","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-2413","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sprayfix","check_circle","13,4 m/m% ricinusolaj, 66,5 m/m% terpineol","2034. ápr. 30.","permetezőszer segédanyag","2034. ápr. 30.","","",""
"1769693586-2414","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spraygard","error","400 g/l di-1-p-mentén","2024. júl. 21.","permetezőszer segédanyag","","2024. júl. 21.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2415","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2416","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spreader Sticker","check_circle","860 g/l Alkoholok és szulfonált zsírsavak és dietilén-glikol-abietate kén-észterei","2031. dec. 31.","tapadásfokozó segédanyag","2031. dec. 31.","","",""
"1769693586-2417","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Springbok","check_circle","200 g/l dimeténamid-P, 200 g/l metazaklór","2027. máj. 31.","gyomirtó szer","2027. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2418","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spur","check_circle","210 g/kg poliéterrel módosított trisziloxán, 790 g/kg polioxietilén-polioxipropilén blokk-kopolimer","2031. márc. 31.","permetezőszer segédanyag","2031. márc. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2419","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Spyrale 475 EC","check_circle","100 g/l difenokonazol, 375 g/l fenpropidin","2028. szept. 30.","gombaölő szer","2028. szept. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2420","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stabilan 400","check_circle","400 g/l klórmekvát-klorid","2028. febr. 28.","növekedésszabályozó készítmény","2028. febr. 28.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2421","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2422","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stabilan SL","check_circle","460 g/l klórmekvát","2029. nov. 30.","növekedésszabályzó szer","2029. nov. 30.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2423","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stamina","check_circle","175 g/l protiokonazol, 150 g/l trifloxistrobin","2029. júl. 31.","gombaölő permetezőszer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-2424","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stampa","check_circle","500 g/kg fludioxonil","2027. máj. 31.","gombaölő szer","2027. máj. 31.","","",""
"1769693586-2425","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stapler","check_circle","600 g/l 2,4-D","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","counter_1","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2426","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Star Forte 333 EC","check_circle","480 g/l fluroxipir-meptil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2427","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2428","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Starane Forte 333 EC","check_circle","480 g/l fluroxipir-meptil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2429","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Starane Super","error","1 g/l floraszulam, 100 g/l fluroxipir-meptil","2016. dec. 31.","gyomirtó szer","","2016. dec. 31.","",""
"1769693586-2430","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Starfire","warning","500 g/l flufenacet","2026. dec. 10.","gyomirtó szer","","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2431","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Starship","error","100 g/l mezotrion","2020. szept. 30.","gyomirtó szer","","2020. szept. 30.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2432","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stemper","check_circle","175 g/l trinexapak-etil","2028. dec. 15.","növekedésszabályozó készítmény","2028. dec. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2433","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2434","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SteriClean Mag","check_circle","0,51 g/l kálium-hipoklorit","2029. márc. 31.","fertőtlenítő szer","2029. márc. 31.","","","https://cdn.agromedium.com/uploads/2022/03/67c9c73e002479b164e4/thumbnail.png"
"1769693586-2435","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Steward 30 DF","error","30 % indoxakarb","2022. márc. 19.","rovarölő szer","","2022. márc. 19.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-2436","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stomp 400 SC","check_circle","400 g/l pendimetalin","2028. jan. 15.","gyomirtó szer","2028. jan. 15.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-2437","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stomp Aqua","check_circle","455 g/l pendimetalin","2026. aug. 31.","gyomirtó szer","2026. aug. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2438","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stoy","check_circle","40 g/l nikoszulfuron","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-2439","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2440","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stratos Ultra","check_circle","100 g/l cikloxidim","2029. máj. 31.","gyomirtó szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-2441","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Stretch","check_circle","40 g/l nikoszulfuron","2028. márc. 30.","gyomirtó szer","2028. márc. 30.","","",""
"1769693586-2442","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Strip-10 2F","check_circle","240 g/l metoxifenozid","2027. márc. 31.","rovarölő szer","2027. márc. 31.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2443","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Strobe 250 SC","error","250 g/l azoxistrobin","2025. dec. 31.","gombaölő szer","","2025. dec. 31.","",""
"1769693586-2444","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Substral gyomirtó szer gyeptrágyával","check_circle","8 g/kg 2,4-D, 1,2 g/kg dikamba, 32 % NPK","2027. szept. 30.","gyomirtó szer","2027. szept. 30.","","",""
"1769693586-2445","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2446","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Subtil","check_circle","600 g/l metribuzin","2028. szept. 30.","gyomirtó szer","2028. szept. 30.","","",""
"1769693586-2447","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Successor 600","check_circle","600 g/l petoxamid","2029. júl. 31.","gyomirtó szer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-2448","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Successor TX","check_circle","300 g/l petoxamid, 187,5 g/l terbutilazin","2029. febr. 28.","gyomirtó szer","2029. febr. 28.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-2449","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sugoi","check_circle","160 g/l ciazofamid","2037. júl. 31.","gombaölő szer","2037. júl. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-2450","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sulbari","check_circle","800 g/l kén","2026. okt. 30.","gombaölő szer","2026. okt. 30.","","",""
"1769693586-2451","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2452","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sulcogan","check_circle","300 g/l szulkotrion","2027. nov. 30.","gyomirtó szer","2027. nov. 30.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2453","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sulcotrek","check_circle","173 g/l szulkotrion, 327 g/l terbutilazin","2027. nov. 30.","gyomirtó szer","2027. nov. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2454","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Suleiman 50 SC","check_circle","500 g/l metazaklór","2027. febr. 28.","gyomirtó szer","2027. febr. 28.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2455","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SulfoGran 80 WG","check_circle","796 g/kg kén","2027. júl. 31.","gombaölő szer","2027. júl. 31.","","",""
"1769693586-2456","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sulfolac 80 WG","check_circle","796 g/kg kén","2027. júl. 31.","gombaölő szer","2027. júl. 31.","","",""
"1769693586-2457","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2458","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","SulfoMax 80 WG","check_circle","796 g/kg kén","2027. júl. 31.","gombaölő szer","2027. júl. 31.","","",""
"1769693586-2459","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sulgran DF Pro","check_circle","800 g/kg kén","2029. jún. 30.","gombaölő permetezőszer","2029. jún. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2460","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sulphuris 80 WG","check_circle","800 g/kg kén","2027. dec. 31.","gombaölő permetezőszer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f70009b6d8d321/thumbnail.jpg"
"1769693586-2461","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sultan 50 SC","check_circle","500 g/l metazaklór","2027. febr. 28.","gyomirtó szer","2027. febr. 28.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2462","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sultan Top","check_circle","375 g/l metazaklór, 125 g/l quinmerak","2027. ápr. 30.","gyomirtó szer","2027. ápr. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2463","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2464","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Biosild Twin","package_2","10 t/csomag: búza","10 l Biosild Top","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2465","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Ergon Star","package_2","10 ha/csomag: árpa, búza, rozs, tritikálé, zab","5 l GaliStop","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2466","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Hikari","package_2","5 ha/csomag: alma, árpa, burgonya, búza, gabonatarló, napraforgó, szőlő","2x5 l Toil","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2467","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Kamikaze","package_2","10 ha/csomag: árpa, búza, rozs, tritikálé, zab","5 l GaliStop","2x350 g Ergon","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2468","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Miseran Flexx","package_2","kukorica","4 l Iseran","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2469","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2470","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Moderator","package_2","10 ha/csomag: árpa, búza, rozs, zab","5 l GaliStop","0,75 l Kabuki","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2471","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Sumi Repce Csomag","package_2","10 ha/csomag: káposztarepce","2 kg Inazuma","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2472","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Agro - Sumicorn-R","package_2","4 ha/csomag: kukorica","10 l Click Combi","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-2473","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Alfa 5 EC","check_circle","50 g/l eszfenvalerát","2026. dec. 31.","rovarölő szer","2026. dec. 31.","","counter_1","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2474","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumi Alfa 5 EW","check_circle","50 g/l eszfenvalerát","2026. dec. 31.","rovarölő szer","2026. dec. 31.","","",""
"1769693586-2475","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2476","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sumicidin 5 EW","check_circle","50 g/l eszfenvalerát","2026. dec. 31.","rovarölő szer","2026. dec. 31.","","",""
"1769693586-2477","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sunda","check_circle","69 g/l fenoxaprop-P-etil","2026. aug. 15.","gyomirtó szer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-2478","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sunfire","warning","500 g/l flufenacet","2026. dec. 10.","gyomirtó szer","","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2479","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Sunset","check_circle","80 g/l imazamox","2026. okt. 31.","gyomirtó szer","2026. okt. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2480","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Superspray","check_circle","50 m/m% polioxietilén-szorbitán-monolaurát, 20 m/m% szorbitán-monolaurát","2033. nov. 30.","permetezőszer segédanyag","2033. nov. 30.","","","https://cdn.agromedium.com/uploads/2021/03/67c9c5c60001416ab5c4/thumbnail.jpg"
"1769693586-2481","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2482","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Surf 2000","check_circle","509 g/l oleil-amin (etoxilált, propoxilát), 530 g/l poliszorbát","2027. máj. 31.","permetezőszer segédanyag","2027. máj. 31.","","",""
"1769693586-2483","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Surrender","check_circle","100 g/l fludioxonil","2026. jún. 15.","gombaölő csávázószer","2026. jún. 15.","","",""
